y_real,y_predict
850,1186.3750029377416
850,411.0774697780226
850,947.0492420586777
825,823.3906377488324
805,824.8851682333824
800,769.7988272148546
800,815.259066532918
800,823.3906377488324
800,411.0774697780226
800,799.9999999993015
800,208.38706677517825
795,769.7988272148546
785,769.7988272148546
785,769.7988272148546
760,769.7988272148546
755,456.5377090960862
755,411.0774697780226
755,411.0774697780226
750,933.2153112357491
750,411.0774697780226
750,868.8508770668961
750,202.19940277742327
725,1186.3750029377416
725,-105.75695715274887
720,411.0774697780226
705,456.5377090960862
700,297.5508188592083
700,795.9858571905042
700,769.7988272148546
700,704.2029888266858
700,411.0774697780226
700,868.8508770668961
700,769.7988272148546
700,769.7988272148546
700,411.0774697780226
695,511.79652509509435
695,310.38717594389817
685,0.048005078906079746
685,592.9636217400652
675,411.0774697780226
675,411.0774697780226
660,547.5033824220014
650,868.8508770668961
650,411.0774697780226
650,411.0774697780226
650,492.9297893355706
650,456.5377090960862
645,45.50824439696968
645,247.65964209548687
625,456.5377090960862
610,547.5033824220014
600,456.5377090960862
600,297.5508188592083
600,596.9660038645119
600,1508.3286907527088
600,411.0774697780226
600,149.00009973226574
600,448.3863099779255
595,1063.751811545638
580,456.5377090960862
575,411.0774697780226
575,411.0774697780226
550,823.3906377488324
550,1109.2120508637015
500,45.50824439696968
500,456.5377090960862
500,252.09057954114468
499,358.1986373448496
495,592.9636217400652
200,823.3906377488324
1325,1390.490809697293
1400,1352.262287413294
1995,3221.9999585876094
710,564.6341497525971
1659,1723.9514435319966
1600,1528.8273025177211
850,794.1577600528294
1900,2207.23607764119
1505,2448.81628658373
900,682.140069807204
892,971.0480830829957
705,374.058846561337
1240,896.8035294737313
870,628.1153668446628
1095,1046.3652570146542
1350,1423.1022375052673
865,535.4011717481253
690,426.87653409559204
1099,925.4063455184504
700,1046.1071973572589
850,395.02510371916236
2200,3714.25219985094
2112,990.8407302159716
1868,1504.2530999143887
1575,2346.7297953178922
1470,819.3150469105124
1425,2415.0919657512213
1195,1434.2832984680012
995,1118.3229278871845
975,1435.6908447923784
911,1212.887214904445
900,738.2002721344918
800,861.84682054431
800,543.3372190871967
795,816.3865812262463
795,482.267855211624
775,552.229510806675
760,1059.4098281378438
750,503.1254631074781
725,826.288492472061
700,600.4070273956712
650,667.5247074714335
595,338.0017279217265
590,737.3840683818669
590,796.2971681312076
585,796.2971681312076
580,694.2564234276598
400,494.97406398931753
1195,460.3833685630352
1094,485.0939452594301
725,487.4172134366411
1099,943.1096920427793
1222,1111.7469250511022
2195,3178.68220098288
760,218.81772116179704
650,639.8465197679297
2695,3265.4608427879266
730,714.9811190008387
659,412.72845024349124
775,447.07334954759915
1350,1684.4295926548125
1100,1230.590561428774
965,1231.5223165090017
675,695.5392277073627
925,835.953437911031
845,478.16383555442695
700,623.8555771088144
2700,2512.193033220692
1995,2265.2196582598726
1350,1516.490275223038
1349,1200.529904642221
975,532.4536074293418
925,1177.2679921608
899,1200.529904642221
700,1000.531206689883
325,624.7873321890422
915,829.4869727287637
799,507.91582520165355
710,445.4453840104449
2695,3314.21174700589
2295,3255.29864725655
1079,906.0475986231058
1386,887.7061443609198
800,490.2766515973888
2195,3285.027699472711
1100,550.1215064269574
1099,576.1235383222077
625,403.68378765405265
809,890.5014096016034
2295,3201.9760779885755
1160,716.8738638199637
998,646.5493036046736
990,1162.4692745900732
785,579.8505586431189
720,635.0595755026134
1240,783.0068618035905
2395,3205.7030983094874
480,456.5542302740239
800,622.6990687046953
1655,1536.0571319078226
899,1078.2336805547623
600,406.6199982477522
699,606.0452068484777
2195,3213.15713895131
1670,1429.55596172745
1650,1646.964438093556
1550,1980.4387185153018
1400,2459.784817851477
1299,981.3116503321207
1299,1480.8710524793933
1200,1742.313197729703
1145,504.2529778008064
1000,473.9199858418737
940,1105.9975821492355
895,651.01942093789
875,784.7880261458837
800,1164.9106818985763
710,900.6105102565209
699,882.2556774444851
695,747.592546808813
592,371.26811945917876
1225,1062.9946961503379
1246,904.477735805021
1225,2401.3358277895513
675,405.72369069423775
1400,2464.443593252616
585,659.1606443794204
1125,1369.9264209806688
614,712.8108415302713
1225,1156.3224796286945
875,572.4836283524255
850,911.9317764468437
670,598.4856602476757
639,754.3255691479318
495,598.4856602476757
1750,1928.5428388220935
1050,1176.0917428613104
950,795.9690871086177
1200,1114.9776861946755
985,1265.6656499070405
965,1100.9091753620614
530,278.79446279458966
1530,1616.4005985024037
1000,1643.810176722031
720,566.6989637839216
1225,1047.8138309322915
1025,1058.8598516860184
765,542.7353430008021
1975,3017.6408963612257
1525,1624.7980757811886
1175,1085.356818075806
940,1056.283473612916
850,691.1331549625284
829,663.9727674504812
799,549.8448038119062
773,1184.219478925966
386,655.3871812503659
1400,1655.7304495607973
3095,3352.8246030735963
1275,1219.7912790944424
929,810.8771683922632
1591,1832.2180900135354
2895,3300.0228911074855
2695,3326.0249230027357
1400,1570.543751432987
955,775.5451992156483
540,440.5171702774757
2895,3359.8677459370547
2874,3455.363788034543
635,733.006766452762
902,1196.5903546263228
2395,3245.768566759284
1250,1072.836177889436
540,816.5832502012329
350,561.4670370309902
1262,1209.8920953198108
1115,1127.429551002824
2095,2033.8873144949998
1800,1993.3092982449707
879,785.4768738484812
699,695.4603257932765
640,597.2077851701342
999,927.3633235026293
959,936.5683063111317
1654,1817.7628558218264
995,743.2560723352683
919,825.7852496759085
1350,2501.7137964617295
1045,1206.839660508829
976,1074.9185752174726
762,1082.2038793541037
1050,886.5618595857051
1225,1105.8554298408185
2495,3375.707582300928
1173,1294.5500573941035
1005,947.3384694955016
1000,947.3384694955016
875,947.3384694955016
3000,3000.0000000008176
2450,2851.6463026549263
2050,1376.342986576846
1659,1973.5146505272478
1625,1006.1113640172537
1599,1255.0968720551468
1500,1693.552192104948
1500,1376.342986576846
1450,1589.1788530375436
1415,1648.0919527868846
1400,909.5620892490301
1395,1342.5135925676798
1375,1359.7518785271247
1355,1648.0919527868846
1345,1883.1982411327622
1250,1610.559244077267
1242,1409.991889430466
1225,1108.650695081502
1215,1648.0919527868846
1200,732.7268837742407
1160,625.3532175342032
1150,963.1538997830082
1100,909.5620892490301
1100,719.1028573993356
1099,694.66896320613
1095,1020.664250869271
1090,994.6622189740208
1085,949.2019796559571
1050,1211.498435909968
1045,1037.5874137732933
1040,1037.5874137732933
1035,596.3009711302618
1012,968.4751889983709
1000,570.6879954076372
1000,1006.1113640172537
995,1054.0359691650606
975,1008.115079405298
975,831.3757801572756
975,550.8407318121982
950,341.962664811599
945,1207.5133559316619
925,831.3757801572756
925,608.8941034908829
925,1013.5987394844573
919,1042.5421729561824
910,909.5620892490301
900,1008.115079405298
900,784.6014924979083
900,935.74911922468
899,366.6560775723933
895,949.2019796559571
895,831.3757801572756
895,831.3757801572756
895,831.3757801572756
875,909.5620892490301
875,949.2019796559571
875,550.8407318121982
865,707.2887269337596
857,949.2019796559571
850,491.92763206285747
850,550.8407318121982
845,909.5620892490301
829,863.7755634067249
800,909.5620892490301
799,714.4270319682244
799,1344.9240213813139
720,609.753831561539
720,610.7172158004743
700,909.5620892490301
700,909.5620892490301
695,769.3859866279515
691,393.6105681274176
690,1552.9402137431944
660,763.2611460979385
615,491.92763206285747
600,596.3009711302618
600,909.5620892490301
599,583.3221209558503
500,307.65219648446765
499,468.38555833993735
475,909.5620892490301
435,550.8407318121982
425,609.753831561539
300,629.601095156978
975,1021.5960059494989
2460,2533.610858079872
1050,689.052509917437
1198,855.343672766388
635,525.9562328588863
1975,1556.3049197290657
1725,1696.8115670330467
1495,1838.59307215723
1085,555.4995072133374
1085,840.4555039965107
780,803.7010776746737
1670,2556.023941189259
1650,2511.963102344236
1025,930.8164260095747
950,765.2512012310859
2495,3267.1989336045244
1225,1083.2205239809493
1350,1073.410259488645
950,559.2265275342488
1450,1402.1210950940874
950,586.1603145097268
925,958.5195304582355
925,899.6064307088948
859,958.5195304582355
695,1168.5997653129552
595,619.0713823638174
595,619.0713823638174
560,560.1582826144767
420,584.7609140366861
965,1004.911524856527
1115,1233.4100779201426
1039,1223.6112519529302
1540,2095.1804383406165
1300,1099.857075216043
895,962.2465507791469
750,608.6279423941743
715,864.4594444935299
1450,1720.9813787396429
1300,623.7301577649566
1130,1365.0551158845428
1015,1225.4747621133859
999,963.1783058593749
699,590.8190899108661
699,590.8190899108661
650,548.1524767521979
1399,1018.7752830661684
4000,3393.4109288252566
2013,2128.0945392992226
1294,1447.2831954834228
1175,1184.3353862749436
875,671.2680624644264
2895,3277.448239487031
1890,1845.614560432482
2100,2583.920773216766
1640,2569.0685123124485
1255,2714.2961441794214
1250,1230.133537514525
1050,1230.133537514525
999,569.475833416755
995,532.4009246560628
920,967.837081260514
920,908.9239815111732
850,1017.3242584362229
725,860.8586992241907
699,660.3360375441691
600,908.1077777585481
569,967.0208775078888
560,455.94918249794074
1295,1606.8705180051384
870,969.7005914209697
805,674.9950827853378
685,650.0997069219904
1219,1102.2944652932874
885,815.6106676654452
1570,1794.700185955944
1405,1628.486850550708
1399,913.5827569123123
1350,2529.6664488685647
1170,817.4741778259009
995,900.1298964810351
925,913.5827569123123
905,854.6696571629716
800,913.5827569123123
799,913.5827569123123
795,513.8221085955126
2135,1972.1872590066068
2060,2692.6148284413352
1295,1178.3365664854891
1045,985.9898774547771
899,357.16637391190335
814,1235.7240679958918
1745,1835.6796143995643
1395,2603.3751885672505
1249,1409.218342190658
1195,1171.8147460885737
785,779.6712052018503
699,730.8670188419344
2695,3286.765790289309
1325,1239.4510883168032
1125,722.6216156129652
895,519.8802844696926
895,656.9723069578142
845,656.9723069578142
800,1107.5300030254468
775,715.885406707155
775,715.885406707155
765,715.885406707155
765,715.885406707155
650,434.6917255299915
645,518.4808839966519
1549,1291.3125808162174
1530,1108.5919460486211
1500,3288.6293004497647
3095,3348.474155279333
2509,3443.0384422965935
890,1109.3935131859025
1895,1982.508413902291
899,640.5017492090576
1645,1111.2570233463582
1026,1170.1701230956992
827,764.0707252015007
1630,1585.5516415511686
1250,1178.3370316501685
1150,642.3652593695133
1344,1518.7220586939359
895,865.8507181257056
1215,1111.2808532023669
1100,1261.799550912668
1040,710.4680275236994
2995,3413.909540590269
949,751.397373838057
899,986.4721828650706
881,1074.8576169824069
879,711.0839872340135
835,588.1109350213118
740,754.8783862234509
635,946.8322924581437
2795,3356.8599510013837
2295,3356.8599510013837
1270,1183.9275621315355
989,791.0064460947824
1195,952.3942528089378
750,611.8126361704159
535,634.0352840267904
535,634.0352840267904
665,636.3664395800588
1250,1149.6479186115266
837,1061.661474399296
830,835.1775243502299
2341,1651.0888222144793
1295,1114.5399674464309
1175,1275.2656055088694
1530,1285.928434480053
1325,1224.2375248005944
1099,642.69198258424
545,804.3858511493448
2895,3362.4504814827505
2195,3303.5373817334103
1684,1038.4547077447291
1335,1689.0774947601751
895,725.0085915455612
775,835.3882611277537
675,912.1062746397199
2500,3363.3822365629785
1729,1094.051684951523
1688,993.9262235068934
739,699.2207148712615
950,1788.652081194726
820,1144.5065588921896
3000,2999.9999999990173
1950,1104.3059408116605
1818,2055.5533526360396
1795,1660.369238471145
1750,2144.5626607360928
1535,1929.785995144154
1495,2552.960325874261
1475,656.3415855729309
1365,1343.001321565951
1349,727.8038567862448
1345,1099.3308128806457
1299,1226.8352532325052
1295,2552.960325874261
1225,707.6521109295749
1225,732.8449986881453
1200,1737.232192218345
1199,1448.0144463284123
1195,1052.6991180286454
1195,1140.8021004729167
1095,811.581277432812
1073,1181.6750885182594
1069,1100.6237231764526
1041,1054.7028334166898
1000,1074.4871583549045
995,1789.583836274954
969,1041.2499729854126
900,936.8766339180083
897,1126.1651046300037
884,472.0481175520566
860,840.7680548315968
829,766.5652106789156
799,737.5526343276756
790,773.2230907645021
770,642.1711252823765
766,587.5059031558105
752,503.41585639235734
750,724.0679601689001
725,680.8539480655066
719,984.9644106206765
687,975.5762040943557
675,1120.9548368774776
655,673.9318989388046
650,656.0681582778208
635,656.4503993540003
600,753.2683947238462
595,528.5928034064697
575,440.8690352014852
500,496.73819198946575
490,558.3626496696884
475,-144.35571833205472
2525,2665.13365142379
1818,1996.935910566241
1483,1940.7937999001192
805,996.7214887475768
1796,1931.6495053046096
605,1104.654120279814
1722,939.6718991586918
1650,2580.358222537154
3595,3368.9727670443463
950,815.1405374133504
1250,1159.897224494033
570,553.3239960938362
550,404.03453483394975
1830,1861.768756645944
1795,1879.1560620690527
1612,2088.8539123921223
835,657.684238431523
825,783.895768487576
825,574.4074970307339
550,340.9416462592004
1230,672.5130265071953
2395,3372.699787365257
485,748.7107578593447
1275,1163.6242448149442
1135,1122.500788583855
700,808.9587799132742
1695,1346.2627978094351
1469,1353.917141102468
1150,724.57223612455
840,946.1941847202866
820,1010.9276333807641
815,732.2594061351937
805,950.6151331583826
785,1069.8407331301048
709,847.5010771707157
705,665.6591363752093
525,606.7460366258684
1125,1167.321762978556
1245,752.437778180256
600,579.9980275121009
560,580.9297825923288
1905,1489.6760158603033
890,1080.2965760038526
1510,1417.5565405612244
1475,1703.0087549058785
931,725.6049428512819
840,611.4048120270077
695,511.33102153947067
560,501.7148368103192
3095,3465.0689596516713
1330,1175.3766592896663
689,605.7141534146115
1100,1084.023596324764
1099,855.5912743400427
1040,1141.0461630488276
885,673.113177017032
749,854.9551178125383
740,692.1828654624412
625,764.4489684451661
1395,1227.6070177437887
1210,1467.944240388788
1100,719.8050327546043
2000,2015.719527055423
1995,2438.8256353053903
1755,1335.6343912752577
1625,2505.128158956625
1570,2033.3362283933018
1475,890.9045952366923
1040,828.9138319608444
1039,1368.2815558571008
1009,1335.6343912752577
999,752.3840308736246
800,800.4900566868129
550,1076.6855721752233
3195,3384.812603408219
1500,1336.5661463554854
3300,3385.744358488447
1206,1355.2596993919076
1165,676.8401973379433
715,975.2131128676638
1210,956.532175561727
3395,3387.6078686489027
960,709.0052879735166
855,847.8404323537246
1625,2226.7696374911297
1350,1166.3432904826107
1295,1161.5411327925383
1150,679.6354625786269
1125,1097.7810353606005
1095,705.6374944738772
1050,989.0698219665823
940,985.982116170873
933,679.6354625786269
901,679.6354625786269
900,701.4736535672754
847,704.2380940008364
740,683.4948212239976
721,748.5626892731497
645,620.722362829286
1200,1150.3907367159275
845,1024.0423036109182
690,556.5862498603619
1610,1609.9999999989377
1350,1243.4727769149881
835,925.206666142237
785,925.206666142237
3095,3391.3348889698136
1875,1719.9081914537187
535,473.55266081871116
1708,1597.5664261926813
1295,1101.508055681512
890,802.7910908140252
829,1153.1860019566109
687,941.9224372070107
495,624.4493831501974
2650,1344.041801672814
1747,1838.5130475792669
1102,1023.7423860741842
969,837.6088287506279
858,1053.2147204421797
710,761.8070508744041
689,781.2210471306813
669,717.9898494449388
575,582.9287879973388
1538,1208.8361977293766
1145,799.2484875000678
1014,965.7610414050712
990,965.7610414050712
926,1065.8865028497007
922,1096.1364123677258
845,1096.1364123677258
711,757.6200193535357
1926,2149.822383503668
1595,1725.4276244457951
875,1012.8038865764239
955,1098.9316776084095
890,1086.3825061444363
675,494.94996281971555
450,436.897520661312
4200,3397.8571745314084
1220,1290.6976177293345
1125,711.2509623863091
925,945.5119775982331
895,1224.9247856615602
1499,1068.9608796973998
1350,1400.2004831770053
1235,1276.722893534265
1093,1376.5445044541534
1360,1339.9628777311327
859,1101.726942849093
615,837.8416301129279
2394,3608.79504866526
1799,1890.777396280555
1610,1963.7932877197711
1570,1904.8801879704304
1275,1263.3712381701637
1185,804.4659429065582
1069,678.2954181903116
895,693.5346683149817
1537,1510.1008482661532
1485,1871.0426812624862
1427,1451.1877485168125
1417,1510.1008482661532
1397,1425.1857166215623
1061,1140.5284587212846
1575,1790.8630097567307
1505,1845.9646666407725
1500,2590.230529083374
1500,1768.318784314293
1250,918.8608738114907
1199,634.6986890327037
1160,703.2609441547139
1130,575.7855892833628
909,604.6329589523459
800,715.449979770693
790,934.3668293268915
650,905.8394793022471
1365,1244.0719268114103
1249,1255.7912233735383
1215,1230.5153161429275
1000,778.6811003568337
919,1105.4539631700043
869,975.0785922073496
1505,1146.4993533477814
870,434.3296839769712
750,741.8672933407915
995,1093.6963415586704
620,1074.5080296621861
3600,3466.0878250830283
1825,1836.7341468531586
1615,1543.3558631756168
1495,1617.3830854368068
1467,1037.7187122776018
980,662.2966842420501
929,1109.1809834909157
888,1021.7308073275335
800,978.805612528261
1776,2713.647259063423
1540,1216.0177266877815
1375,1312.6211817222586
1325,1039.5822224380574
1295,1144.4162119471607
1188,585.8202943603005
917,1050.3565687005091
1665,1546.1511284163003
1065,1099.4270772676261
1631,1877.4529934938546
1310,1259.8075477733987
817,737.5041861882582
799,814.7152487890644
2999,2525.422583384
2250,2250.0635144968255
2160,3625.607517600227
1995,2428.276797299744
1885,2743.376311279584
1850,1078.1675987944404
1799,1646.302090413325
1795,1741.2674608096681
1700,1974.974348682505
1695,1800.1805605590089
1635,1393.7326193959943
1600,1346.8729796048901
1599,728.931371479573
1599,1741.2674608096681
1595,1800.1805605590089
1585,1741.2674608096681
1495,1741.2674608096681
1410,1355.6036813519381
1395,1389.589075577343
1365,1177.580082138265
1365,1232.1562821816767
1350,1682.3543610603274
1345,1042.3774876787409
1326,1038.974371817656
1305,1800.1805605590089
1300,644.016239834982
1300,1251.7408881767778
1295,1765.8700922318778
1279,1071.7183205146657
1250,1056.329407805792
1248,1141.9614356349603
1245,1082.1716160850315
1209,1338.3085118784084
1195,1741.2674608096681
1145,728.931371479573
1119,732.4016739523182
1050,1179.988012115637
1025,1256.3404454830447
999,774.3916107976366
995,644.016239834982
989,1042.3774876787409
956,852.0142631443928
950,666.3575426094058
950,644.016239834982
949,1028.9246272474638
944,1113.8397588920548
935,1107.1109363392184
925,644.016239834982
920,644.016239834982
900,1042.3774876787409
895,1031.6680948513301
890,742.0508293249877
875,668.6188712571916
849,910.3348797401811
840,711.8177819274692
835,1028.9246272474638
829,815.6470038692922
820,867.8181868168734
819,644.016239834982
800,663.187997439049
800,644.016239834982
800,127.1818129042106
799,644.016239834982
780,828.442709093648
775,510.97764358398854
760,1031.5521646320685
750,466.8540014338163
747,920.0997575399986
739,708.7796256229032
736,1009.8925806775294
729,1082.6186767061413
725,783.5965936061389
700,583.7037396126005
695,675.4057861477929
660,532.6693975847024
650,961.4892938917953
645,643.7428125398719
625,644.016239834982
615,607.1818833067073
615,858.7692484845788
605,772.9804725045028
600,728.931371479573
599,583.7037396126005
575,847.8814772039117
575,583.7037396126005
565,676.4976289786341
560,659.1434871941129
555,788.9683774545709
525,732.8855165691866
510,524.7906398632597
501,728.931371479573
495,921.3300088163196
495,644.016239834982
495,627.9388888673911
475,94.24648752497967
365,583.7037396126005
2501,2803.751852530079
1405,764.3766028296968
885,1114.7715139722827
1275,1276.4158092933535
949,1040.8897495677807
935,886.6790017068209
625,670.4823814176473
2195,2720.169544625018
1675,1987.1101723894335
841,1034.213931667132
2750,2591.5749675024194
1554,764.1700591815343
1260,1300.4176019235088
950,825.421360044798
889,706.6563599052341
795,295.6268952061177
785,864.9136781115692
742,587.4307599335119
680,693.203499473957
540,715.0416904626055
1934,1667.2522975966688
1626,1232.5138665123905
1450,1743.1192894133897
1375,838.4954813756813
1138,1047.0362630798802
1093,1033.583402648603
874,671.6142350443283
675,1021.2574639836675
675,605.1469665221357
674,648.6750152361212
495,547.9847214019968
1630,1594.0410283313936
1095,1744.0510444936176
855,1119.4302893734218
1297,1107.8128729896766
850,568.258141623683
822,445.37074454578504
2995,3419.2875413766487
1350,1187.4420527574598
1299,990.9184285712229
1200,1187.4420527574598
1050,1049.8315283205636
775,1112.7715659275498
973,817.2908827895833
2050,1688.864965065188
1640,1187.8722763910912
1450,1265.80897603313
1443,1286.295384858501
1246,698.7940299553239
1239,698.7940299553239
1225,847.6634032511564
1125,720.5912156041663
1050,653.3337906372603
1002,816.4278450206325
839,890.588598050429
770,875.2106365301324
602,638.4815297329425
600,653.3337906372603
577,638.4815297329425
577,638.4815297329425
565,786.0968926408704
1755,1421.2014724843557
1707,1532.8749107585693
720,810.1054546177443
1350,1158.3925381505783
1050,1169.3810327521123
994,655.197300797716
994,1040.1056882101977
902,994.6454488921343
840,932.3811008713776
755,740.1124324423071
1799,1988.4865651985078
1575,1753.3802768526302
850,1054.490303721703
1850,1376.6316148052824
1799,1695.3989321835172
1745,1337.6644723923976
1375,1686.755910691898
1300,1954.0341306364094
1009,1041.9691983706534
1900,1377.5633698855104
1680,1413.7325826035553
1305,1068.9063335361689
1190,1257.1596985046972
1155,1318.6502701361696
1120,951.1642710621293
1000,1075.6270232245724
820,960.6133591908949
725,657.9925660383996
694,650.5739729232902
555,790.7556680420095
550,801.1583139645958
545,739.8941509740513
545,802.9447036579885
1374,1246.574039674382
1130,1086.7579033303819
1000,1116.1986687117271
974,1128.7478401757003
970,1182.757208445693
1352,1136.4036331343689
1250,1405.4289119412163
949,764.2294152662596
896,741.7083957564032
1609,1059.149079122842
1600,1059.149079122842
1305,1109.347519854621
1060,992.6654085353364
909,1054.9012015000671
905,1130.611350336156
850,1130.611350336156
849,742.6401508366312
599,720.9311453921105
2749,2058.840481467796
1099,752.5797904867252
1009,775.7420807993848
991,842.1378775254442
570,673.90862197529
565,768.0838528199248
1780,1920.5935588478458
1772,1875.7832507883804
1625,2038.6719443087075
1458,1190.0604154430105
1400,1759.902562414225
1400,1160.5965372395171
920,793.0267124021934
880,1021.3726988763708
879,1178.8387887819792
850,1132.4748604966117
845,811.8808505833651
830,1002.099489533957
825,1117.9219736445941
757,720.7037835979423
750,662.6513414395388
725,1117.9219736445941
635,845.785043851723
610,923.2547698870125
1182,946.2981432509989
1805,1062.8760994437534
1805,1062.8760994437534
1802,1932.231387174474
1724,2006.9484105962956
1662,1722.8339633920227
1085,1350.3293475887008
999,664.5148515999945
860,746.3671711575425
805,886.3916974928666
555,852.392184018856
1135,1393.0589464632635
930,864.9594422343685
1530,1064.7396096042091
1199,593.3788384367281
1121,1027.9122546622864
2195,1823.474437564705
1705,2556.3746883691556
1705,2556.3746883691556
1650,1026.03147427751
1585,1705.6482380660234
1500,1137.1336358977508
1455,1006.7582649350961
1370,1412.8829525830388
1370,1764.5613378153641
1325,667.3101168406779
1250,1035.6575759779744
1200,749.162436398226
1175,475.0994789506533
1150,718.6206421973219
1125,1203.281889121333
1100,475.0994789506533
1066,885.6159500565707
1059,1115.158541860146
1000,785.1363163393595
950,785.1363163393595
915,750.7355790825944
905,1006.7582649350961
900,1040.8446856626854
899,1052.2185042531596
850,1006.7582649350961
840,667.3101168406779
830,637.2357883162285
815,752.2252484852689
750,657.3875341728983
745,565.0538094131979
741,1054.8460416377645
700,667.3101168406779
695,341.0838218981771
515,667.3101168406779
2130,2633.422867344246
2117,2831.2505757821828
1400,839.4694687308552
1084,1138.0653909779785
915,657.8392259983196
1560,1213.714169480028
1085,868.8521460573631
1030,1213.714169480028
980,1097.007209212888
680,736.0278847436786
590,736.4720573078458
559,771.96358431791
1055,882.333072601564
990,1216.9492992034334
975,751.9577016389094
965,670.1053820813614
895,787.931581580043
715,740.1682528216346
698,780.8321189731214
3900,3438.854398061434
1616,1069.3983850053482
1405,1140.8606562186621
1399,1069.3983850053482
1125,1032.3234762446561
1125,1032.3234762446561
2050,1769.2201132165033
1850,2013.9755569350505
1750,1707.5000666697447
1489,965.0564602409049
1425,1301.3346543109262
1375,1061.8839643852396
1368,1011.4170403362352
1355,1769.2201132165033
1350,1344.300854450005
1343,799.2814511174288
1245,746.0092393502889
1195,1251.8534983589711
1149,802.3442632044718
1105,1197.4395500741462
945,753.8212117993651
838,897.1087556733173
640,734.7413506365289
1258,1071.261895165804
800,790.7268468207266
775,654.5663461248888
2220,2219.294212387998
1095,944.3584135175261
962,1143.6559214593456
575,278.7164361055225
2667,2705.457349613948
2100,1526.376125334781
1295,1287.2393428783703
1130,454.42890822141584
1035,1155.8006933696365
859,1014.2123055769189
1537,1338.802617387773
1416,1134.1543955674642
1252,819.5241439566603
920,839.2822127187546
815,757.5482321202765
2775,2675.1245971160483
2150,1433.675348477976
1269,1074.9889154867153
1233,1260.0295085759358
1119,1382.74561105879
969,1094.262124829129
750,676.6276676429563
750,676.6276676429563
660,616.3151674205749
594,652.5294185903299
2435,1961.0798819701445
1405,925.7609931845204
1295,1254.7614379265447
1290,1494.6733010598828
1275,1713.090597151112
1255,1165.25675064963
930,544.2618845825003
785,723.0196620412478
400,742.8669256366868
1940,858.3780868509657
1450,1843.0408290848104
1395,1181.6864151562745
1340,1040.0250707052483
1195,764.1631731011943
999,1072.604548024396
840,965.7681429502491
3800,3447.240193783484
1500,1038.1442903204718
1250,1215.394705164295
989,842.7093717003851
910,878.935768437786
624,707.4958667785946
819,810.7300589265224
535,725.8149272819313
1795,1778.537664018782
1615,1804.5659114714322
1600,1030.522670358963
1499,1837.4507637681227
1450,1328.3099117908896
1400,951.234010603785
1400,1230.0979916365507
1399,766.2015746886866
1250,1279.8061085773893
1200,878.2274383104111
1161,852.9172070784058
1111,1332.794878363084
1099,766.2015746886866
960,1151.1099621011683
920,813.5417293551803
840,811.6618140067502
835,587.5123124715482
805,961.0052876365478
770,1136.557075249151
720,852.7005156922307
710,837.1263519443517
650,588.2351184251178
620,791.5100681500803
609,681.2864430440956
599,817.1627139254063
599,835.2235878274521
3395,3450.0354590241677
1276,1409.2153824590773
725,682.2181981243234
2195,2408.497410919972
1028,1195.5885826199906
883,1207.63869438819
825,754.252088569871
772,768.0650848491422
550,356.0185199204813
2184,2742.587486929813
922,814.4570792474336
745,598.893149345078
1265,1135.3928860510016
940,613.5542371827845
899,685.0134633650068
754,795.2370884709917
665,670.161202460689
1965,1957.990227543417
1576,1545.5405486276695
1505,1486.1832763141617
